"landtype","spp","poolID","amountAtT0"
222,"POPU.TRE",1,60
222,"POPU.TRE",2,5
222,"POPU.TRE",3,121
222,"POPU.TRE",4,19
222,"POPU.TRE",5,180
222,"POPU.TRE",6,533
222,"POPU.TRE",7,1097
222,"POPU.TRE",8,62
222,"POPU.TRE",9,47
222,"POPU.TRE",10,0
223,"POPU.TRE",1,71
223,"POPU.TRE",2,5
223,"POPU.TRE",3,136
223,"POPU.TRE",4,21
223,"POPU.TRE",5,187
223,"POPU.TRE",6,581
223,"POPU.TRE",7,1189
223,"POPU.TRE",8,66
223,"POPU.TRE",9,55
223,"POPU.TRE",10,0
