"landtype","spp","poolID","DOMName","amountAtT0"
133,"PICE.GLA",7,"Slow_B",1059
133,"PICE.GLA",8,"Sng_Stem",28
133,"PICE.GLA",9,"Sng_Oth",14
133,"PICE.GLA",10,"Extra",0
133,"PICE.MAR",1,"VF_A",0
133,"PICE.MAR",2,"VF_B",0
133,"PICE.MAR",3,"Fast_A",20
133,"PICE.MAR",4,"Fast_B",0
133,"PICE.MAR",5,"MED",25
133,"PICE.MAR",6,"Slow_A",516
133,"PICE.MAR",7,"Slow_B",412
133,"PICE.MAR",8,"Sng_Stem",11
133,"PICE.MAR",9,"Sng_Oth",5
133,"PICE.MAR",10,"Extra",0
133,"PICE.RUB",1,"VF_A",0
133,"PICE.RUB",2,"VF_B",0
133,"PICE.RUB",3,"Fast_A",56
133,"PICE.RUB",4,"Fast_B",0
133,"PICE.RUB",5,"MED",69
133,"PICE.RUB",6,"Slow_A",1436
133,"PICE.RUB",7,"Slow_B",1148
133,"PICE.RUB",8,"Sng_Stem",31
133,"PICE.RUB",9,"Sng_Oth",15
133,"PICE.RUB",10,"Extra",0
133,"PINU.BAN",1,"VF_A",0
133,"PINU.BAN",2,"VF_B",0
133,"PINU.BAN",3,"Fast_A",0
133,"PINU.BAN",4,"Fast_B",0
133,"PINU.BAN",5,"MED",0
133,"PINU.BAN",6,"Slow_A",6
133,"PINU.BAN",7,"Slow_B",5
133,"PINU.BAN",8,"Sng_Stem",0
133,"PINU.BAN",9,"Sng_Oth",0
133,"PINU.BAN",10,"Extra",0
133,"PINU.RES",1,"VF_A",0
133,"PINU.RES",2,"VF_B",0
133,"PINU.RES",3,"Fast_A",0
133,"PINU.RES",4,"Fast_B",0
133,"PINU.RES",5,"MED",0
133,"PINU.RES",6,"Slow_A",0
133,"PINU.RES",7,"Slow_B",0
133,"PINU.RES",8,"Sng_Stem",0
133,"PINU.RES",9,"Sng_Oth",0
133,"PINU.RES",10,"Extra",0
133,"PINU.STR",1,"VF_A",0
