LandisData "ForC Succession"

ClimateTable
>>Time	Eco	AvgT
>>Step		(C)
0	220	2.413
0	221	2.672
0	222	1.838
0	223	1.792
10	220	2.993
10	221	3.251
10	222	2.418
10	223	2.371
20	220	3.631
20	221	3.89
20	222	3.056
20	223	3.01
30	220	4.327
30	221	4.585
30	222	3.752
30	223	3.705
40	220	5.077
40	221	5.336
40	222	4.502
40	223	4.456
50	220	5.879
50	221	6.138
50	222	5.304
50	223	5.258
60	220	6.731
60	221	6.99
60	222	6.156
60	223	6.11
70	220	7.63
70	221	7.889
70	222	7.055
70	223	7.009
